,商品名称,商品编号,店铺,商品毛重,外观特征,DDR代数,类型,型号,商品产地,总容量,平台,内存数量,内存频率,品牌,时序,工作电压,CL值
216,G.SKILLF4-3600C18Q-128GTRG,100014274450,,320.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3600C18Q-128GTRG,中国台湾,64GB及以上,台式机内存,4条及以上套条,3600/3733MHz,芝奇G.SKILL,,1.35V,18
217,美商海盗船复仇者LPXDDR4320016GB,2722809,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,复仇者LPXDDR4320016GB(8G×2),中国大陆/中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,美商海盗船,,1.35V,16
218,阿斯加特洛极T2DDR416GB（8GB*2）PC3200灰甲,100003227349,,140.00g,马甲条,DDR4,288-PinDDR4UDIMM,洛极T2DDR416GB（8GB*2）PC3200灰甲,中国大陆,16GB,台式机内存,2条套条,3200/3333MHz,阿斯加特（Asgard）,,1.35V,
219,美商海盗船复仇者RGBPRO灯条?DDR4320032GB(16Gx2),100000350902,,160.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,复仇者RGBPRO灯条320032GB(16G×2)黑色,中国大陆/中国台湾,32GB,台式机内存,2条套条,3200/3333MHz,美商海盗船,,1.35V,16
220,美商海盗船复仇者LPXDDR4300016GB,2012141,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,复仇者LPXDDR4300016GB(8Gx2),中国大陆/中国台湾,16GB,台式机内存,2条套条,2933/3000MHz,美商海盗船,,1.35V,16
221,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
222,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
223,威刚（ADATA）台式机内存万紫千红DDR42666320016G/8G电脑内存条兼容24008GDDR42666,31374506049,绿速通旗舰店,30.00g,普条,DDR4,260-PinDDR4SDRAM,DDR4,中国台湾,,,,,,,,
224,美商海盗船复仇者LPXDDR4320016GB,2722809,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,复仇者LPXDDR4320016GB(8G×2),中国大陆/中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,美商海盗船,,1.35V,16
225,G.SKILLF4-2666C19S-8GRK,8752916,,85.00g,马甲条,DDR4,288-PinDDR4SDRAM,F4-2666C19S-8GRK,中国台湾,8GB,台式机内存,1条单条,2400/2666MHz,芝奇G.SKILL,,1.2V,19
226,金士顿HX426C15FB/8,3180109,,50.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF426C16BB/8-SP或HX426C15FB/8或HX426C16FB2/8或HX426C16FB2/8-SP或HX426C16FB/8-SP或HX426C16FB3/8-SP或HX426C16FB3/8-SPBK,中国大陆，中国台湾,8GB,台式机内存,1条单条,2400/2666MHz,金士顿(Kingston),,1.2V,16
227,阿斯加特洛极T2DDR416GB（8GB*2）PC3200灰甲,100003227349,,140.00g,马甲条,DDR4,288-PinDDR4UDIMM,洛极T2DDR416GB（8GB*2）PC3200灰甲,中国大陆,16GB,台式机内存,2条套条,3200/3333MHz,阿斯加特（Asgard）,,1.35V,
228,,1351645,,,,,,,,,,,,,,,
229,CrucialBL2K8G32C16U4W,100013292954,,120.00g,马甲条,DDR4,288-PinDDR4UDIMM,BL2K8G32C16U4W,墨西哥、马来西亚、中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,,,1.35V,16
230,金士顿DDR42666(8GBx2),2918471,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,HX426C15FBK2/16或HX426C16FB2K2/16或HX426C16FB3K2/16或HX426C16FB3K2/16-SP,中国，中国台湾,16GB,台式机内存,2条套条,2400/2666MHz,金士顿(Kingston),,1.2V,15或16
231,威刚（ADATA）台式机内存万紫千红DDR42666320016G/8G电脑内存条兼容24008GDDR42666,31374506049,绿速通旗舰店,30.00g,普条,DDR4,260-PinDDR4SDRAM,DDR4,中国台湾,,,,,,,,
232,金泰克X3PC8G2666,7786519,,75.00g,马甲条,DDR4,288-PinDIMM,X3,中国大陆,8GB,台式机内存,1条单条,2400/2666MHz,金泰克（Tigo）,,1.2V,
233,美商海盗船（USCORSAIR）内存条DDR4台式机RGBPROCM4X320016GB(8G*2)白色,52741168486,美商海盗船存储旗舰店,500.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,DDR4320016GB(8G*2)白灯,,16GB,台式机内存,2条套条,3200/3333MHz,,,,
234,七彩虹（Colorful）七彩虹DDR4台式机内存,10031277267341,灵竞DIY旗舰店,200.00g,马甲条,DDR4,288-PinDDR4SDRAM,BAPC08G3000D4T8,,8GB,台式机内存,1条单条,2933/3000MHz,,,,
235,金士顿骇客雷电FURY台式机DDR42666内存条8G16G26663200台式机内存条8GDDR43200台式机内存,36139150723,绿速通旗舰店,10.00g,马甲条,DDR4,288-PinDDR4UDIMM,DDR4,,,,,,金士顿hyperx,,1.2V,
236,影驰RGB灯条GAMER小蓝/星曜系列DDR4电脑组件台式机内存条16G(8G*2套条)DDR4-2666小蓝条灯条,10028964748587,胖虫官方旗舰店,200.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,GAMERBlueDDR4,中国大陆,16GB,,2条套条,2400/2666MHz,影驰,,,
237,金士顿HX436C17FB3K2/32,100006366029,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF436C18BBK2/32或HX436C17FB3K2/32或HX436C18FB4K2/32,中国大陆，中国台湾,32GB,台式机内存,2条套条,3600/3733MHz,金士顿Kingston,,1.35V,18
238,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
239,G.SKILLF4-3200C16D-32GTRS,100003226984,,245.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3200C16D-32GTRS,中国台湾,32GB,台式机内存,2条套条,3200/3333MHz,芝奇G.SKILL,16-18-18-38,1.35V,16
240,,1351645,,,,,,,,,,,,,,,
241,G.SKILLF4-3600C18D-16GTZN,100007352932,,180.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3600C18D-16GTZN,中国台湾,16GB,台式机内存,2条套条,3600/3733MHz,芝奇G.SKILL,,1.35V,18
242,威刚XPG威龙系列,2911854,,60.00g,马甲条,DDR4,288-PinDIMM,XPGZ1DDR432008G台式机内存金色,中国大陆/中国台湾,8GB,台式机内存,1条单条,3200/3333MHz,威刚XPG,,1.35V,16
243,威刚（ADATA）台式机内存万紫千红DDR42666320016G/8G电脑内存条兼容24008GDDR42666,31374506049,绿速通旗舰店,30.00g,普条,DDR4,260-PinDDR4SDRAM,DDR4,中国台湾,,,,,,,,
244,威刚（ADATA）台式机内存万紫千红DDR42666320016G/8G电脑内存条兼容24008GDDR42666,31374506049,绿速通旗舰店,30.00g,普条,DDR4,260-PinDDR4SDRAM,DDR4,中国台湾,,,,,,,,
245,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
246,影驰影驰（Galaxy）星曜DDR4-320016GB台式机内存条,100015493298,,160.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,星曜DDR4-320016GB,中国大陆,16GB,台式机内存,1条单条,3200/3333MHz,,,,
247,雷克沙LD4AU008G-H2666,100012645413,,40.00g,普条,DDR4,288-PinDDR4UDIMM,LD4AU008G-H2666,中国大陆,8GB,台式机内存,1条单条,2400/2666MHz,,19,1.2V,19
248,威刚XPG威龙系列,2911854,,60.00g,马甲条,DDR4,288-PinDIMM,XPGZ1DDR432008G台式机内存金色,中国大陆/中国台湾,8GB,台式机内存,1条单条,3200/3333MHz,威刚XPG,,1.35V,16
249,金士顿KVR26N19D8/16,4476197,,30.00g,普条,DDR4,288-PinDDR4UDIMM,KVR26N19D8/16或KVR26N19D8/16-SP或KVR26N19D8/16-SPBK或KVR26N19S8L/16-SP或KVR26N19S8/16-SP或KVR26N19D8L/16-SP,中国大陆或中国台湾,16GB,台式机内存,1条单条,2400/2666MHz,金士顿Kingston,,1.2V,19
250,影驰RGB灯条GAMER小蓝/星曜系列DDR4电脑组件台式机内存条16G(8G*2条)DDR4-3000小蓝条灯条,24609014523,胖虫官方旗舰店,200.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,GAMERBlueDDR4-300016GB,中国大陆,16GB,台式机内存,2条套条,2933/3000MHz,影驰,,,
251,光威悍将DDR4PC-4GB-2666MHz,100008636840,,60.00g,马甲条,DDR4,288-PinDDR4UDIMM,悍将DDR4PC-4GB-2666MHz,中国大陆,4GB,台式机内存,1条单条,2400/2666MHz,光威（GLOWAY）,,1.2V,19
252,金士顿HX424C15FB/8,2121097,,50.00g,马甲条,DDR4,288-PinDDR4UDIMM,HX424C15FB2/8-SP或HX424C15FB/8或HX424C15FB/8-SP或HX424C15FB/8BK或HX424C15FB2/8或HX424C15FB2/8BK或HX424C15FB/8-SPBK或HX424C15FB3/8-SP或HX424C15FB2/8,中国大陆，中国台湾,8GB,台式机内存,1条单条,2400/2666MHz,金士顿(Kingston),,1.2V,15
253,CrucialBL2K8G32C16U4W,100013292954,,120.00g,马甲条,DDR4,288-PinDDR4UDIMM,BL2K8G32C16U4W,墨西哥、马来西亚、中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,,,1.35V,16
254,美商海盗船复仇者LPXDDR4300016GB,2012141,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,复仇者LPXDDR4300016GB(8Gx2),中国大陆/中国台湾,16GB,台式机内存,2条套条,2933/3000MHz,美商海盗船,,1.35V,16
255,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
256,威刚DDR430008GB,4173453,,60.00g,马甲条,DDR4,288-PinDIMM,Z1DDR430008GB,中国大陆/中国台湾,8GB,台式机内存,1条单条,2933/3000MHz,威刚XPG,,1.35V,16
257,阿斯加特洛极T2DDR416GB（8GB*2）PC3200灰甲,100003227349,,140.00g,马甲条,DDR4,288-PinDDR4UDIMM,洛极T2DDR416GB（8GB*2）PC3200灰甲,中国大陆,16GB,台式机内存,2条套条,3200/3333MHz,阿斯加特（Asgard）,,1.35V,
258,影驰GAMERDDR4/3000/36008G16G套条台式机内存RGB灯条发光马甲内存条GamerBlue26668G,68610621182,影驰旗舰店,100.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,GamerBlue26668G,,8GB,,1条单条,2400/2666MHz,,,,
259,美商海盗船(USCORSAIR)DDR4台式机内存条复仇者RGBPRO灯条白色套装32GB【16GX2】3600频率,10025723217614,华海思达存储专营店,140.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,16Gx23600RGBPRO,,32GB,台式机内存,2条套条,3600/3733MHz,美商海盗船(USCORSAIR),,,
260,美商海盗船复仇者RGBPRO灯条?DDR4320032GB(16Gx2),100000350902,,160.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,复仇者RGBPRO灯条320032GB(16G×2)黑色,中国大陆/中国台湾,32GB,台式机内存,2条套条,3200/3333MHz,美商海盗船,,1.35V,16
261,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
262,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
263,G.SKILLF4-3200C16D-32GTRS,100003226984,,245.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3200C16D-32GTRS,中国台湾,32GB,台式机内存,2条套条,3200/3333MHz,芝奇G.SKILL,16-18-18-38,1.35V,16
264,阿斯加特洛极T2DDR416GB（8GB*2）PC3200灰甲,100003227349,,140.00g,马甲条,DDR4,288-PinDDR4UDIMM,洛极T2DDR416GB（8GB*2）PC3200灰甲,中国大陆,16GB,台式机内存,2条套条,3200/3333MHz,阿斯加特（Asgard）,,1.35V,
265,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
266,HYPERX金士顿骇客Predator掠食者DDR430008G16G台式内存条RGB灯条DDR43200RGB灯条16G(2*8G)台式机内存条,11745087212,绿速通旗舰店,20.00g,马甲条,DDR4,288-PinDDR4UDIMM,金士顿灯条,,,,,,金士顿,,,
267,影驰RGB灯条GAMER小蓝/星曜系列DDR4电脑组件台式机内存条16G(8G*2套条)DDR4-2666小蓝条灯条,10028964748587,胖虫官方旗舰店,200.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,GAMERBlueDDR4,中国大陆,16GB,,2条套条,2400/2666MHz,影驰,,,
268,美商海盗船复仇者LPXDDR4300016GB,2012141,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,复仇者LPXDDR4300016GB(8Gx2),中国大陆/中国台湾,16GB,台式机内存,2条套条,2933/3000MHz,美商海盗船,,1.35V,16
269,G.SKILLF4-3200C16D-32GTRS,100003226984,,245.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3200C16D-32GTRS,中国台湾,32GB,台式机内存,2条套条,3200/3333MHz,芝奇G.SKILL,16-18-18-38,1.35V,16
270,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
271,金士顿HX432C16FB3K2/32,100007628368,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BB1K2/32或HX432C16FB3K2/32或HX432C16FB4K2/32或HX432C16FB4K2/32-SP,中国大陆，中国台湾,32GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
272,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
273,G.SKILLF4-3600C18D-16GTZR,100014274430,,190.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3600C18D-16GTZR,中国台湾,16GB,台式机内存,2条套条,3600/3733MHz,芝奇G.SKILL,,1.35V,18
274,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
275,G.SKILLF4-3200C16S-16GTZR,100014274452,,105.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3200C16S-16GTZR,中国台湾,16GB,台式机内存,1条单条,3200/3333MHz,芝奇G.SKILL,16-18-18-38,1.35V,16
276,美商海盗船复仇者RGBPRO灯条?DDR4320032GB(16Gx2),100000350902,,160.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,复仇者RGBPRO灯条320032GB(16G×2)黑色,中国大陆/中国台湾,32GB,台式机内存,2条套条,3200/3333MHz,美商海盗船,,1.35V,16
277,G.SKILLF4-3600C18Q2-256GTRS,100012759442,,240.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3600C18Q2-256GTRS,中国台湾,64GB及以上,台式机内存,4条及以上套条,3600/3733MHz,芝奇G.SKILL,,1.35V,18
278,威刚XPGZ1DDR4413316GB(8GB×2)U-DIMM,100007097093,,120.00g,马甲条,DDR4,288-PinDDR4UDIMM,XPGZ1DDR441338GB×2U-DIMM,中国大陆/中国台湾,16GB,台式机内存,2条套条,4000MHz及以上,威刚XPG,,,19
279,G.SKILLF4-3600C18Q-128GTRG,100014274450,,320.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3600C18Q-128GTRG,中国台湾,64GB及以上,台式机内存,4条及以上套条,3600/3733MHz,芝奇G.SKILL,,1.35V,18
280,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
281,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
282,G.SKILLF4-3600C18Q-128GTRG,100014274450,,320.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3600C18Q-128GTRG,中国台湾,64GB及以上,台式机内存,4条及以上套条,3600/3733MHz,芝奇G.SKILL,,1.35V,18
283,G.SKILLF4-3600C18Q2-256GTRS,100012759442,,240.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3600C18Q2-256GTRS,中国台湾,64GB及以上,台式机内存,4条及以上套条,3600/3733MHz,芝奇G.SKILL,,1.35V,18
284,威刚Xpg内存条灯条游戏威龙8G/16GDDR42400/2666/30004代XPG内存XPG8GDDR42400,58546798650,网际世通办公专营店,200.00g,马甲条,DDR4,288-PinDDR4SDRAM,威刚XPG,中国大陆,,台式机内存,,,威刚,,,3
285,威刚（ADATA）威刚xpg内存,19151434820,绿速通旗舰店,200.00g,马甲条,DDR4,288-PinDDR4UDIMM,XPG,中国台湾,,,,,威刚,,1.35V,
286,威刚（ADATA）4/8/16GDDR42133/2400/2666频率台式机内存条万紫千红系8GDDR42133,59986285414,网际世通办公专营店,500.00g,普条,DDR4,288-PinDDR4SDRAM,万紫千红,,,,,,,,,4
287,G.SKILLF4-2666C19S-8GRK,8752916,,85.00g,马甲条,DDR4,288-PinDDR4SDRAM,F4-2666C19S-8GRK,中国台湾,8GB,台式机内存,1条单条,2400/2666MHz,芝奇G.SKILL,,1.2V,19
288,金士顿HX432C18FB2K2/16,100005116786,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF432C16BBK2/16-SP或HX432C18FB2K2/16或HX432C16FB3K2/16-SP或HX432C16FB3K2/16,中国大陆，中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,金士顿Kingston,,1.35V,16
289,金士顿HX426C15FB/8,3180109,,50.00g,马甲条,DDR4,288-PinDDR4UDIMM,KF426C16BB/8-SP或HX426C15FB/8或HX426C16FB2/8或HX426C16FB2/8-SP或HX426C16FB/8-SP或HX426C16FB3/8-SP或HX426C16FB3/8-SPBK,中国大陆，中国台湾,8GB,台式机内存,1条单条,2400/2666MHz,金士顿(Kingston),,1.2V,16
290,阿斯加特洛极T2DDR416GB（8GB*2）PC3200灰甲,100003227349,,140.00g,马甲条,DDR4,288-PinDDR4UDIMM,洛极T2DDR416GB（8GB*2）PC3200灰甲,中国大陆,16GB,台式机内存,2条套条,3200/3333MHz,阿斯加特（Asgard）,,1.35V,
291,TigoDDR48G2666,100002531975,,40.00g,普条,DDR4,288-PinDIMM,DDR426668G,中国大陆,8GB,台式机内存,1条单条,2400/2666,金泰克（Tigo）,,1.2V,
292,美商海盗船（USCORSAIR）海盗船复仇者,10026556577178,蜀刀电脑DIY旗舰店,60.00g,马甲条,DDR4,288-PinDDR4SDRAM,8G,,32GB,,1条单条,3200/3333MHz,,,,
293,美商海盗船(USCORSAIR)DDR4台式机内存条复仇者RGBPRO灯条白色套装32GB【16GX2】3600频率,10025723217614,华海思达存储专营店,140.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,16Gx23600RGBPRO,,32GB,台式机内存,2条套条,3600/3733MHz,美商海盗船(USCORSAIR),,,
294,台电TLD48G32A40(T),100014681296,,140.00g,马甲条,DDR4,288-PinDDR4SDRAM,TLD48G32A40(T),中国大陆,16GB,台式机内存,2条套条,3200/3333MHz,台电,,1.35V,19
295,G.SKILLF4-3600C18Q2-256GTRS,100012759442,,240.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3600C18Q2-256GTRS,中国台湾,64GB及以上,台式机内存,4条及以上套条,3600/3733MHz,芝奇G.SKILL,,1.35V,18
296,威刚XPGZ1DDR4413316GB(8GB×2)U-DIMM,100007097093,,120.00g,马甲条,DDR4,288-PinDDR4UDIMM,XPGZ1DDR441338GB×2U-DIMM,中国大陆/中国台湾,16GB,台式机内存,2条套条,4000MHz及以上,威刚XPG,,,19
297,G.SKILLF4-3600C18Q-128GTRG,100014274450,,320.00g,RGB灯条,DDR4,288-PinDDR4SDRAM,F4-3600C18Q-128GTRG,中国台湾,64GB及以上,台式机内存,4条及以上套条,3600/3733MHz,芝奇G.SKILL,,1.35V,18
298,美商海盗船复仇者LPXDDR4320016GB,2722809,,100.00g,马甲条,DDR4,288-PinDDR4UDIMM,复仇者LPXDDR4320016GB(8G×2),中国大陆/中国台湾,16GB,台式机内存,2条套条,3200/3333MHz,美商海盗船,,1.35V,16
299,光威悍将DDR4PC-4GB-2666MHz,100008636840,,60.00g,马甲条,DDR4,288-PinDDR4UDIMM,悍将DDR4PC-4GB-2666MHz,中国大陆,4GB,台式机内存,1条单条,2400/2666MHz,光威（GLOWAY）,,1.2V,19
300,美商海盗船复仇者LPXDDR430008GB,5536581,,60.00g,马甲条,DDR4,288-PinDDR4UDIMM,复仇者LPXDDR430008GB,中国大陆/中国台湾,8GB,台式机内存,1条单条,2933/3000MHz,美商海盗船,,1.35V,16
301,威刚（ADATA）台式机内存万紫千红DDR42666320016G/8G电脑内存条兼容24008GDDR42666,31374506049,绿速通旗舰店,30.00g,普条,DDR4,260-PinDDR4SDRAM,DDR4,中国台湾,,,,,,,,
302,适用影驰8GGAMER四代内存DDR421332400拆机台式机行货白色2400MHz,10032067390735,瑞源车品优创店,1.0kg,,,,1,,,,,,,,,
303,威刚（ADATA）威刚游戏威龙内存条,10028572521275,,50.00g,马甲条,DDR4,288-PinDIMM,游戏威龙,中国大陆,16GB,台式机内存,2条套条,3200/3333MHz,威刚（ADATA）,,1.35V,795677
304,金士顿HX424C15FB/8,2121097,,50.00g,马甲条,DDR4,288-PinDDR4UDIMM,HX424C15FB2/8-SP或HX424C15FB/8或HX424C15FB/8-SP或HX424C15FB/8BK或HX424C15FB2/8或HX424C15FB2/8BK或HX424C15FB/8-SPBK或HX424C15FB3/8-SP或HX424C15FB2/8,中国大陆，中国台湾,8GB,台式机内存,1条单条,2400/2666MHz,金士顿(Kingston),,1.2V,15
305,金士顿HX424C15FB/8,2121097,,50.00g,马甲条,DDR4,288-PinDDR4UDIMM,HX424C15FB2/8-SP或HX424C15FB/8或HX424C15FB/8-SP或HX424C15FB/8BK或HX424C15FB2/8或HX424C15FB2/8BK或HX424C15FB/8-SPBK或HX424C15FB3/8-SP或HX424C15FB2/8,中国大陆，中国台湾,8GB,台式机内存,1条单条,2400/2666MHz,金士顿(Kingston),,1.2V,15
306,美商海盗船复仇者LPXDDR430008GB,5536581,,60.00g,马甲条,DDR4,288-PinDDR4UDIMM,复仇者LPXDDR430008GB,中国大陆/中国台湾,8GB,台式机内存,1条单条,2933/3000MHz,美商海盗船,,1.35V,16
307,影驰RGB灯条GAMER小蓝/星曜系列DDR4电脑组件台式机内存条16G(8G*2条)DDR4-3000小蓝条灯条,24609014523,胖虫官方旗舰店,200.00g,RGB灯条,DDR4,288-PinDDR4UDIMM,GAMERBlueDDR4-300016GB,中国大陆,16GB,台式机内存,2条套条,2933/3000MHz,影驰,,,
308,金士顿HX424C15FB/8,2121097,,50.00g,马甲条,DDR4,288-PinDDR4UDIMM,HX424C15FB2/8-SP或HX424C15FB/8或HX424C15FB/8-SP或HX424C15FB/8BK或HX424C15FB2/8或HX424C15FB2/8BK或HX424C15FB/8-SPBK或HX424C15FB3/8-SP或HX424C15FB2/8,中国大陆，中国台湾,8GB,台式机内存,1条单条,2400/2666MHz,金士顿(Kingston),,1.2V,15
309,金士顿（Kingston）HX430C,45677872864,,90.00g,马甲条,DDR4,288-PinDIMM,HX430C15PB3K2/32-SP,,,,,,,,,
310,现代海力士笔记本内存,37434055147,六一六电脑配件专营店,100.00g,普条,DDR4,260-PinDDR4SDRAM,海力士ddr48G2400,,8GB,笔记本内存,1条单条,2400/2666MHz,现代海力士,,1.2V,
311,金士顿DDR316008GB,664483,,20.00g,普条,DDR3,240-PinDDR3SDRAM,KVR16N11/8-SP或KVR16N11/8或KVR16N11/8BK或KVR16N11/8-SPBK,中国大陆、中国台湾,8GB,台式机内存,1条单条,1600/1833MHz,金士顿(Kingston),,1.5V,11
312,金士顿KVR26N19S8/8,4476199,,28.00g,普条,DDR4,288-PinDDR4UDIMM,KVR26N19S6L/8-SP或KVR26N19S8/8或KVR26N19S8/8-SP或KVR26N19S6/8-SP或KVR26N19S8L/8-SP或KVR26N19S8L/8-SPBK,中国大陆或中国台湾,8GB,台式机内存,1条单条,2400/2666MHz,金士顿Kingston,,1.2V,19
313,适用影驰8GGAMER四代内存DDR421332400拆机台式机行货白色2400MHz,10032067390735,瑞源车品优创店,1.0kg,,,,1,,,,,,,,,
314,威刚（ADATA）万紫千红台式机内存条DDR316008G兼容13334G电脑内存条威刚4GDDR31600,58935550703,红翔电脑配件专营店,250.00g,普条,DDR3,204-PinDDR3SDRAM,DDR31600,,4GB,,1条单条,1600/1833MHz,,,,
315,金士顿DDR316004g台式机内存条KVR16N11S8/4G-SP兼容8GB1333,71588763148,名驰车品优创店,1.0kg,,,,,,,,,,,,,
316,威刚（ADATA）威刚游戏威龙内存条,10028572521275,,50.00g,马甲条,DDR4,288-PinDIMM,游戏威龙,中国大陆,16GB,台式机内存,2条套条,3200/3333MHz,威刚（ADATA）,,1.35V,795677
